"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LEPROTL1",1.37283480064282,5.07738834008951,8.31554894688173,8.89426755299686e-14,1.04459778315676e-12,20.2854396763518
"MPG",1.08931992036171,4.20227707313374,8.3138661059569,8.978007132172e-14,1.05417480662715e-12,20.2761534939101
"MVB12A",1.01379650315308,3.89254809485502,8.31357856888139,8.99239337605817e-14,1.05534781415621e-12,20.2745668788726
"CCDC160",-1.30860410817158,1.93086128869039,-8.31310471262004,9.0161516586617e-14,1.05787750106468e-12,20.2719522022353
"LINC00472",-1.03174832825284,1.75010410413866,-8.31207675119504,9.06790638462288e-14,1.06343019379217e-12,20.2662802097333
"GPR183",1.75032638376597,3.59827053035479,8.31166652952231,9.08864210484817e-14,1.0656016721318e-12,20.2640167882876
"CKMT2",-1.94391977371841,2.25557732706273,-8.30853891185715,9.24829234722008e-14,1.08405520550471e-12,20.2467611538816
"VAT1",1.18495553733211,7.51316415815641,8.30835629988256,9.25769945744546e-14,1.08489301037557e-12,20.2457537146502
"SPATA18",1.55895630170113,3.64401890279976,8.30727625788111,9.31353168372368e-14,1.09116955392616e-12,20.239795451348
"PELP1",1.12267260213009,4.18548509861195,8.30713428059083,9.32089596562694e-14,1.09176593584211e-12,20.2390122242463
"RAD51AP1",1.04311719320306,1.51246530962782,8.30592980011768,9.38360489048255e-14,1.0988430195167e-12,20.2323678005315
"MED12",1.15334412192099,3.02595822010425,8.30251081013861,9.56390091725862e-14,1.1196830305765e-12,20.2135088872
"ABI3BP",1.6492850814391,3.06701732390687,8.30044979224684,9.67424453644444e-14,1.13177346170509e-12,20.2021416568968
"POGLUT2",1.34416229143772,3.49924213495164,8.29850105199158,9.77974011386837e-14,1.14300117416516e-12,20.1913945096008
"OAZ2",1.10867600481753,4.80679740381471,8.29691681665693,9.86634482470844e-14,1.15284241354077e-12,20.1826581749039
"PRSS3",-1.42810488965026,0.892233822025118,-8.29372113138886,1.00433675781581e-13,1.17295588460844e-12,20.165037060228
"ENPP1",-1.13361049993352,1.80477521923756,-8.29284432362353,1.00924870323669e-13,1.17783297860476e-12,20.1602026946245
"SH3PXD2A",1.22713252504013,2.57488620705126,8.29127165512532,1.01811878874056e-13,1.18760736844052e-12,20.1515320445475
"QSOX1",1.37518850240698,4.36765868855677,8.2903847547942,1.02315515170438e-13,1.19290250470205e-12,20.146642498261
"LINC02526",1.64374709204846,1.265303791499,8.28971399809333,1.02698055129258e-13,1.19707186765379e-12,20.1429446794141
"CSF2RB",1.26913188583496,2.0483085886093,8.28574937243177,1.04988322576094e-13,1.22258048593825e-12,20.1210900380184
"CDH11",1.32897654105194,2.49922471607932,8.28419113344592,1.05902307880586e-13,1.23174052033964e-12,20.1125013087232
"AHDC1",1.23330175370427,2.40642637663391,8.28384220587488,1.06108052243455e-13,1.23382412310796e-12,20.1105781549427
"DOCK4",1.26567292462114,2.32357878688702,8.28127420696474,1.07634533446214e-13,1.25036274372602e-12,20.0964251426195
"CHSY1",1.50698950991665,3.92872395627831,8.27920469680774,1.088805611089e-13,1.26392009186666e-12,20.0850204824108
"RNASE6",1.84628342536258,5.03343019409597,8.27527105667263,1.11288600549187e-13,1.29093701125092e-12,20.063345511392
"AC100854.1",1.05589276493324,1.34137423905145,8.27194199187628,1.13367826197872e-13,1.3141033489648e-12,20.0450044488042
"RNU5B-4P",1.18061872677887,1.49417060661341,8.27171705032316,1.13509701298074e-13,1.31543031106038e-12,20.0437652478796
"KDM5C",1.04238771705878,4.06641642036711,8.26635323311458,1.16945514360404e-13,1.35426628930819e-12,20.0142192646405
"NFATC4",1.21125840036691,2.25334532178513,8.26521198035127,1.176897728363e-13,1.36255639580816e-12,20.0079336044039
"PEA15",1.27648426104729,7.20062342817301,8.26488511000948,1.1790380417676e-13,1.36470526666698e-12,20.0061333575646
"SLC5A12",-2.95128431881702,5.12176695489432,-8.26232504441923,1.19593538094711e-13,1.38359637373573e-12,19.9920345300346
"SIGLEC14",1.2392194022422,1.47519175797084,8.25833853005612,1.22272800291493e-13,1.41425239402437e-12,19.9700827714453
"MPZL1",1.20693817474625,4.47875581557698,8.25405293499258,1.25219605397656e-13,1.44763874171738e-12,19.9464879692235
"SLC16A5",-1.31004534256187,2.63610575324655,-8.25392062917936,1.25311693793959e-13,1.44835460819345e-12,19.9457596088898
"HAUS7",1.20868250713905,1.98500953579755,8.2532200978915,1.25800404723094e-13,1.45330342434197e-12,19.9419031584346
"CCDC74B",1.21766633797499,1.89180275917232,8.25213116106813,1.26563840399488e-13,1.46106831095461e-12,19.935908733077
"GPC1",1.00297223210538,3.04890937004454,8.25180648082813,1.26792357841611e-13,1.46335449151237e-12,19.9341214695048
"BGN",2.40746203461843,8.08789292003821,8.25041650710888,1.27775295908833e-13,1.47434451025592e-12,19.926470356465
"MICA",1.03482978693811,3.89601904934071,8.24799963633969,1.29502475566016e-13,1.49355581476712e-12,19.9131676880451
"AL606970.1",-1.39812497322317,1.27981864744486,-8.24342915620928,1.32832346162864e-13,1.53085612193265e-12,19.8880148450443
"PRDX4",1.61272870047954,6.22319969433798,8.2425306640556,1.33496887046493e-13,1.53777652132347e-12,19.8830706856827
"AC136628.3",1.20654689370242,2.78730429834181,8.24047190961197,1.35032058507698e-13,1.55471443478935e-12,19.8717425815277
"EVI2A",1.79180779454737,3.1532613158553,8.24025581602584,1.35194208619689e-13,1.55620818610609e-12,19.8705536004456
"AC015977.2",1.36083540572107,0.936988741951905,8.23916051145597,1.36019071842353e-13,1.56495271442488e-12,19.8645272184955
"LRRC75B",1.15112021019568,4.51540752664081,8.23695743288914,1.37693360182648e-13,1.58307797152521e-12,19.8524066422449
"CX3CL1",1.60516965972427,5.26531255384892,8.23492579328759,1.39255496934213e-13,1.60027164164802e-12,19.8412302053801
"SPIDR",1.03353092528094,3.82773747966441,8.23397729863881,1.39990814539035e-13,1.60833668046139e-12,19.836012664996
"GPCPD1",1.07974173715321,3.37949926562197,8.23382636564029,1.40108180075455e-13,1.60929998607243e-12,19.8351824212277
"SYNPO",1.61483335682122,5.37104969512645,8.23205236702235,1.4149498954962e-13,1.62445180254815e-12,19.8254244834536
"TNRC6C-AS1",1.0040576960523,1.6668981678599,8.23095468018614,1.42359917786894e-13,1.6339910047297e-12,19.8193869665213
"HAGH",-1.03751557203853,4.77620426823452,-8.22491874058894,1.4721065993515e-13,1.68885978609473e-12,19.7861927096908
"DDC",-2.65135103434545,5.94783782486915,-8.21952275988843,1.5168590415476e-13,1.73853989741665e-12,19.7565246488556
"AC079250.1",1.04882766466134,2.49968725510056,8.21849246205518,1.52555638069882e-13,1.7476738952544e-12,19.7508606176311
"PIK3R3",1.42751917686999,3.95455419048251,8.21824299983179,1.52766967353915e-13,1.74967739422618e-12,19.7494892417922
"TSPAN14",1.09454046282197,4.75737207372989,8.21803807198723,1.52940787347824e-13,1.75089651142755e-12,19.7483626963412
"OSTM1-AS1",1.7923659029166,1.20647545118739,8.21716901934569,1.53680104358455e-13,1.75887703705796e-12,19.7435853748173
"IFI30",1.37278432837918,7.93836037722857,8.21364120502505,1.56717903913973e-13,1.79193617592705e-12,19.7241941266391
"LMAN2",1.16011897145598,7.09412307308314,8.21169782478126,1.58416749904152e-13,1.81092976104717e-12,19.7135131719333
"CRABP2",-1.27411248575906,1.9070490142213,-8.21078502359381,1.59220995361522e-13,1.81925712263146e-12,19.708496640568
"ZNF608",1.15111469972114,2.88255020162765,8.210648004714,1.59342068719549e-13,1.81965573239053e-12,19.7077436343336
"AL132657.1",1.04180326215203,1.35816430665827,8.20972849586273,1.6015693948837e-13,1.82821088414541e-12,19.7026904535528
"TRBJ2-2P",1.87265783181487,2.03769779071047,8.20633595861952,1.63199383568774e-13,1.86205532412166e-12,19.6840483112635
"PTPRD",-1.64130209261908,2.28881117735745,-8.20582572813505,1.63661900357792e-13,1.86688884770215e-12,19.6812447927688
"SETD1A",1.01276966868389,2.59801060840978,8.20370352192736,1.65599661395177e-13,1.88854416696087e-12,19.669584712665
"SPINK13",2.42849335916801,1.8648290098478,8.20187989779729,1.67282984448113e-13,1.90728820929062e-12,19.6595659363404
"PLEC",1.61205773638412,3.33758804604404,8.19882766574478,1.70138503792727e-13,1.93892471970007e-12,19.6427989853017
"NGFR",2.02980164067329,2.82948844458439,8.19522080670881,1.73575372450651e-13,1.97668424622881e-12,19.622987949412
"LINC01508",1.51716204120096,2.79848674449264,8.19439494015839,1.74371967893785e-13,1.98481434862883e-12,19.6184522017564
"SLC17A2",1.47450008837759,1.56907111909328,8.18956180483413,1.79107141295552e-13,2.03581725091905e-12,19.5919111519189
"NME3",1.09539027839388,5.25448802075017,8.18893363732285,1.79731881425746e-13,2.04146843884857e-12,19.5884619672852
"RAMP2",1.60188367224678,6.53742497658886,8.18807750202583,1.80586832020341e-13,2.05069417666996e-12,19.5837611835655
"PDHB",-1.11247930580861,4.82889159047124,-8.18653923349505,1.82133133178696e-13,2.06727564779564e-12,19.5753154208794
"AF064858.11",2.30249413740329,1.86333337724419,8.17908308344446,1.89816591984774e-13,2.15346744195959e-12,19.5343854157952
"MMRN2",1.6128501647382,4.60838483456187,8.17779501121746,1.91176167299698e-13,2.16837943406404e-12,19.5273158961298
"AC104831.1",-1.27401939282846,0.876730050108461,-8.17636320214629,1.926988118812e-13,2.18461755750654e-12,19.5194579206812
"POGLUT3",1.48675204577964,4.49550030485437,8.16727527666919,2.02648076508254e-13,2.29416162445515e-12,19.4695928068989
"CCNL2",1.26958956024273,4.95301324297168,8.16464983975319,2.05616177118709e-13,2.32556982233768e-12,19.4551905907202
"SEPTIN8",1.15114238330352,4.10794156420949,8.16209620865765,2.08544510090727e-13,2.35646952658884e-12,19.4411837666459
"CDK1",1.05990733236404,1.96080139731048,8.16078231599894,2.1006729377553e-13,2.37255961156217e-12,19.4339775576822
"VOPP1",1.24503652127872,5.20882516671111,8.15683969787789,2.14703335431571e-13,2.42264078513292e-12,19.4123561151221
"NQO2",-1.19742343573316,6.13209986922917,-8.1557178843838,2.16040923217364e-13,2.43716090355077e-12,19.4062046966358
"SERPINB8",1.17222777847489,2.13158876145163,8.15353367237836,2.18669043764113e-13,2.46622929978919e-12,19.3942284763651
"ACSL5",1.32242151944572,3.50979713725487,8.14712319411829,2.26567100898067e-13,2.55051339937116e-12,19.3590855209867
"GIMAP1",1.23992447612382,3.00818390857135,8.14414024751364,2.30338207884086e-13,2.59175018442249e-12,19.3427358552909
"MT1E",-2.11270780151036,6.57408040911786,-8.14159775622597,2.33601643771933e-13,2.62785429259092e-12,19.3288019419034
"FAM174B",1.02120666098009,2.3274754234937,8.14006746889242,2.35587948879466e-13,2.64833729843149e-12,19.3204160376946
"PPP1R16B",-1.56890509817719,3.40193927757235,-8.13988005017467,2.35832367401533e-13,2.65046433138633e-12,19.3193890283871
"CHST13",1.34991694930274,2.66897195304118,8.13278049842999,2.45278907583664e-13,2.75469728910103e-12,19.2804910955607
"KCNS3",1.36626217281503,3.34678230818004,8.1265325986999,2.53902532848059e-13,2.84888254430965e-12,19.2462688242941
"LPAR6",1.33164507728048,4.86421360815164,8.12269565799052,2.59346975922761e-13,2.90793251004287e-12,19.225256777941
"OR2I1P",2.44353928756668,3.28696263766376,8.12207197165262,2.60242846201744e-13,2.91729617834185e-12,19.2218416344978
"GBP1P1",1.23459486500629,1.9678049971059,8.11679289047078,2.67949911733879e-13,3.00088900447096e-12,19.1929383409996
"ZNF579",1.12939410268542,2.48529347635227,8.10447011555363,2.86833519885024e-13,3.20340799179338e-12,19.1254953432095
"JCAD",1.38331141257882,3.55449606266871,8.1018009231607,2.91094799804589e-13,3.24797665075945e-12,19.1108913713575
"SCAMP5",-1.10825764103894,3.63171382098615,-8.10022881963442,2.93633965352135e-13,3.27554692018743e-12,19.1022906806421
"NMI",1.31566411505218,3.80229725740641,8.0999353299435,2.94110422202578e-13,3.28009978880144e-12,19.100685115582
"DPYS",-2.12448568608901,5.685640884346,-8.09840077245904,2.9661418074062e-13,3.30648712461543e-12,19.0922904881739
"SEMA6D",-1.20839471791506,1.83637892067533,-8.09798876555877,2.97290000664918e-13,3.31171403988957e-12,19.0900367427212
"SFR1",1.12995356978024,2.93384122116557,8.09590218160925,3.0073619972104e-13,3.34932647204977e-12,19.0786233894452
"FAM53B",1.01779302774582,3.53350657725588,8.0939119854238,3.04060154740018e-13,3.38477536503078e-12,19.0677382054667
"EPHA2",1.41128545530617,3.78991921208294,8.09336908201364,3.04973208289521e-13,3.39336585779757e-12,19.0647690076745
"MAPK3",1.03090291323416,5.44873732224071,8.09295361485629,3.05673778224552e-13,3.39958523051128e-12,19.0624968187984
"DUXAP8",1.17925106019936,1.31788321761678,8.09182792488403,3.07579981780628e-13,3.41999307208233e-12,19.0563406243812
"NR3C1",1.26271452138717,4.35643489829855,8.09012386579397,3.10488054750281e-13,3.45152870680029e-12,19.0470219938805
"APCDD1",1.48751944337373,3.03364864321,8.08774203946063,3.14598575121161e-13,3.49560444080471e-12,19.0339981303706
"CDK19",1.33306288832448,3.27572243403342,8.0876934537264,3.14682983550268e-13,3.49573331934647e-12,19.0337324765439
"ARHGAP17",1.11762256049755,3.71202338191046,8.08524151115394,3.18972094658288e-13,3.5425603073638e-12,19.0203266221131
"CMPK2",1.23111626137604,2.04041999581983,8.08308637613547,3.22789908510254e-13,3.58330383523568e-12,19.0085447013746
"MCUB",1.40309459899007,2.31281745249963,8.08106916718894,3.26404480620152e-13,3.62259175301311e-12,18.997517789897
"CDC42EP1",1.28204208227164,4.65862276748643,8.07180105851256,3.43535024236055e-13,3.80304440480089e-12,18.9468666197346
"RRN3P1",1.00447214182176,2.4343230579656,8.07153321261157,3.44043141950664e-13,3.80691388138633e-12,18.9454031127561
"CDC42EP5",1.27187824951059,3.07130464743314,8.07058276140405,3.45852226770251e-13,3.82605002573579e-12,18.9402099936069
"COL1A2",2.20633200936295,5.03806318123591,8.0644621506526,3.57730539443212e-13,3.95563304001555e-12,18.9067729882622
"TENT5C",-1.0408417420243,2.61574668090231,-8.06292615172759,3.60774494738184e-13,3.98378680804271e-12,18.8983831781044
"DNAJC16",-1.15063818757002,3.63784601950436,-8.05957549471989,3.6750415576312e-13,4.05529982222453e-12,18.8800834111636
"MDK",1.86622782726599,4.14222422098021,8.05800279590919,3.70705690125366e-13,4.08593241375094e-12,18.8714949546625
"HOXB8",-1.37998561115636,2.31249951421709,-8.05533114285794,3.76207954004934e-13,4.14562687346451e-12,18.8569064794831
"DPCD",1.0338575064818,4.69297050732266,8.05024063474927,3.8691722857769e-13,4.2597271218693e-12,18.8291145796317
"IGFLR1",1.23572048997239,3.54102243759098,8.0491739110104,3.89199440721301e-13,4.28288873433672e-12,18.8232915193383
"DERL3",1.27691725236116,1.83385638653969,8.04878608060313,3.90032496557196e-13,4.29107246212285e-12,18.8211744868554
"AC011352.3",2.23465398276876,1.51733976794033,8.04864919324736,3.90326951691088e-13,4.29332820265579e-12,18.8204272744555
"MYRF",1.1676300044321,2.47929020815004,8.04844033540938,3.90776646104524e-13,4.29729004415263e-12,18.8192872129926
"SERPING1",1.70260123436951,7.37710733931976,8.04810743994994,3.91494470920614e-13,4.30419797065275e-12,18.8174701069664
"PTPRN",1.15180970891005,0.786892803984761,8.04416080545149,4.00105034071489e-13,4.39584505625637e-12,18.7959294439279
"MPI",1.11377578081247,4.65592086074679,8.04028575841792,4.08742279939845e-13,4.48663336636302e-12,18.7747830895384
"FDX1",-1.18544279240603,4.49055636151272,-8.0391409137606,4.11329309871576e-13,4.51256980186174e-12,18.7685362870939
"ACOT2",-1.34145328124029,4.69358927123294,-8.0360259710133,4.1845078327542e-13,4.58690844899988e-12,18.751541290647
"STK39",1.53492755711882,3.88791209349963,8.03161774731701,4.28738632350561e-13,4.695392157029e-12,18.727494144292
"RAB29",-1.58400330218383,4.96689893513992,-8.03077788668869,4.30726973413035e-13,4.7160920062729e-12,18.7229131738142
"SOX18",1.53761102892783,3.04792695555523,8.02688714899046,4.40058246969125e-13,4.81387025597668e-12,18.7016935632442
"HLA-DOB",1.4812043879047,2.00081439729411,8.02371648369586,4.4781073196032e-13,4.89644474217237e-12,18.6844038065047
"ITGA3",1.31666861593268,5.39647379129965,8.01882621955091,4.60034350093957e-13,5.02209395559597e-12,18.6577417148342
"EVA1B",1.19268528828616,4.10989059342763,8.01522332681926,4.6925143713949e-13,5.11922290387212e-12,18.6381021254997
"RERG-AS1",-1.31703849649206,1.45835869194774,-8.01476046997141,4.70448749016212e-13,5.1311188863622e-12,18.635579289501
"PCDHGC3",1.54084038670557,2.14266687213177,8.00953350173536,4.84182106944538e-13,5.27371853870716e-12,18.6070928681122
"FRZB",1.98330469986839,5.29092894298698,8.00348247507259,5.00578234399489e-13,5.44859718657634e-12,18.5741236005101
"DNMT1",1.12564382138268,2.95508988197536,8.003421673893,5.0074574965929e-13,5.44918516152353e-12,18.5737923674166
"GLIS1",1.26415899277686,2.4935558148838,8.00127898579741,5.06684803874178e-13,5.51131644848369e-12,18.5621199838522
"USP30-AS1",1.20127761123847,1.60411437841277,8.00031728333456,5.09373111261265e-13,5.53689139808488e-12,18.556881428342
"AL352979.2",1.1728292299583,2.99442953210572,7.99762767190161,5.16966948312429e-13,5.61425404260944e-12,18.5422318434626
"ARHGEF15",1.37261023427233,3.60719755054053,7.99576749462865,5.22284591929579e-13,5.66943880346438e-12,18.5321009813259
"SLC25A10",-1.04822009344867,5.73035530352427,-7.99380576131001,5.27951376541844e-13,5.72836191876317e-12,18.5214179305568
"POLG",1.08900718774175,4.01418951486874,7.99375539375796,5.2809767209157e-13,5.72865463905568e-12,18.5211436551861
"BCL2A1",1.59214538729674,2.65297595168543,7.99277468456924,5.30954232778482e-13,5.75704033969297e-12,18.5158033474063
"GATD3A",-1.0702830325234,6.52580780328756,-7.99193139877003,5.3342277346879e-13,5.78250038378495e-12,18.511211544165
"SSR2",1.02132902451052,6.23526682970565,7.98787182962676,5.45466641727858e-13,5.90639251299908e-12,18.4891090550154
"LFNG",1.14380120729606,2.70702351566057,7.98621390958376,5.50462605925188e-13,5.95914557737997e-12,18.480083588021
"ADARB1",1.01822883536692,2.48497311163209,7.98166574003618,5.64402425797824e-13,6.09905227715623e-12,18.4553274552285
"FECH",-1.26240980812453,4.14376750213041,-7.97894871468995,5.72896502833072e-13,6.18666371885322e-12,18.4405408123881
"DERL1",1.24130874849292,4.57711602466432,7.97409291388312,5.88394092824569e-13,6.34830947970634e-12,18.4141189522666
"AKAP13",1.10264949325501,3.25819015472735,7.97318608643572,5.91334058378066e-13,6.3771632549074e-12,18.4091852687903
"CBFB",1.23777958564808,3.96242755155418,7.97087375960078,5.98896852214002e-13,6.45292541932196e-12,18.3966057339105
"SKI",1.42749697675188,3.75549507080769,7.96620574443868,6.14457986181584e-13,6.61762154162185e-12,18.3712147367835
"AL109741.1",1.1667254928701,1.46733806480186,7.96411312922443,6.21563488402798e-13,6.6911448890572e-12,18.3598339821641
"DGCR6",1.00712541703785,3.63619430271493,7.96211882379726,6.28411048621462e-13,6.75728359830092e-12,18.3489888833194
"CPEB2",1.3645112434002,3.82590614098479,7.96071488579909,6.33276401017163e-13,6.80807580959158e-12,18.3413548048247
"MIDN",1.10972961579464,4.69794572481179,7.96022724747954,6.34975045993607e-13,6.82480902356057e-12,18.3387033266584
"TMEM150B",-1.24822770384308,2.21619307216229,-7.95665057684112,6.47573047341722e-13,6.95472570379073e-12,18.3192573626682
"MICAL2",1.06976221197686,1.81638367262627,7.95663124445086,6.47641810831632e-13,6.95472570379073e-12,18.3191522630998
"RIT1",1.30306968513861,5.16046304575949,7.9565349156323,6.47984551385325e-13,6.95685024175139e-12,18.3186285776809
"AL671277.2",1.08198965184593,1.25997226183603,7.95449537917534,6.55283678592485e-13,7.03364184587132e-12,18.3075413024915
"SLC16A1",1.4801506252352,4.35962960742918,7.94940640144237,6.73853936761912e-13,7.22650775336451e-12,18.2798811800218
"CNPY4",1.01715248668315,4.07252534106702,7.9488657678842,6.75857200958525e-13,7.24637247262633e-12,18.2769430476564
"SLC17A4",2.30697163299402,3.74463954256551,7.94155137835802,7.03547970851885e-13,7.52981390471259e-12,18.2371992562733
"SHMT1",-1.21389240001278,7.03851560959337,-7.94066101877666,7.06994640680535e-13,7.56501597690079e-12,18.2323622577127
"ERGIC1",1.35318300964071,5.25464679152471,7.93299380987547,7.37377118711444e-13,7.8673222719053e-12,18.1907171996469
"OAT",-1.54097666271787,5.17228978094807,-7.93265477852578,7.38750090114901e-13,7.88021980151002e-12,18.188876058782
"DAPK3",1.00902652588883,4.41575417929078,7.93247683619029,7.39471716011374e-13,7.88441395272887e-12,18.1879097379612
"CHST7",1.07731973405701,2.28718402625025,7.93229722319691,7.402008264563e-13,7.89043563051063e-12,18.1869343525215
"RPLP0P6",1.21194025681364,5.58930024452359,7.93135771602161,7.44026247646806e-13,7.9239390821967e-12,18.1818325040227
"AC023043.1",1.03835819218588,3.19404945317206,7.92415829875311,7.73998903725506e-13,8.23061691376943e-12,18.1427444305157
"LAMA5",1.44549914101826,3.04628437108774,7.92137888875798,7.85888067895846e-13,8.35519440119915e-12,18.127657508852
"PDCD1",1.28375125762914,1.18335179479142,7.91717647009127,8.0420926012642e-13,8.54619189844836e-12,18.1048499921865
"GPR155",-1.29809203899813,3.03065950290499,-7.91118831594566,8.31050147490182e-13,8.82453550883161e-12,18.0723584545166
"ARHGAP31",1.15364679945506,3.08034925769425,7.91002167201093,8.36381966223225e-13,8.87402095112999e-12,18.0660293201266
"FCGR2C",1.68349308018594,2.14805944569978,7.90864674162382,8.42709287553535e-13,8.93752116501443e-12,18.0585706510189
"DDX58",1.2487941732119,3.74808805258473,7.90845056673415,8.43615932315509e-13,8.94516080881895e-12,18.0575064875038
"NCF2",1.5757713339781,3.17030941365889,7.90754183850999,8.4782836595383e-13,8.9866510431624e-12,18.0525771570643
"BNIP3P1",1.53000995081359,5.99656351810746,7.9075257319226,8.47903216394353e-13,8.9866510431624e-12,18.0524897899055
"S100A13",1.1765154596366,5.99263844798792,7.90527042189706,8.58449080530887e-13,9.09240177684733e-12,18.0402569234415
"MARVELD3",-1.12929756052111,2.13249167508315,-7.90126558541169,8.7749748553793e-13,9.29005717213828e-12,18.0185377061768
"DIPK2A",1.28326847144578,3.1162477910586,7.89930382439641,8.86980751543689e-13,9.38838620879974e-12,18.0079000550821
"EPB41L5",-1.17748684210917,3.19211185696878,-7.89747341707391,8.95920721017873e-13,9.48092256061497e-12,17.9979755381662
"APOM",-2.32795542435723,6.07216719195539,-7.89695283908667,8.9847958759269e-13,9.5038118439084e-12,17.9951531037939
"A4GALT",1.03055788200426,4.73238484059056,7.89308971441799,9.17696455216943e-13,9.7049432175938e-12,17.9742103989768
"CCDC110",1.05381765414383,1.80461299829372,7.89101459222747,9.28186811563598e-13,9.80940021941261e-12,17.9629623277807
"STS",1.17331296274949,3.01841861488054,7.88922963091672,9.37305448659847e-13,9.90141016524897e-12,17.9532879206122
"S1PR1",1.85881679679688,4.68586104519469,7.88907520821634,9.38098495863876e-13,9.9076077834176e-12,17.9524509943843
"HYAL1",-1.1923358744504,4.94923270962164,-7.88841626643687,9.41490019791704e-13,9.9412401210115e-12,17.9488797884814
"MT-ND3",-1.04598594196504,14.4856642670841,-7.8871383585553,9.48102027237223e-13,1.00066552059164e-11,17.941954340226
"RPS28",1.10803176682733,9.19605853408025,7.88334431312423,9.68005416276545e-13,1.02122338049373e-11,17.9213954463338
"SARDH",-1.3078363697484,2.59846838161825,-7.87808745361829,9.96269473662978e-13,1.05034892335325e-11,17.892915955106
"CALCA",-1.41666450820463,0.588685205016422,-7.87425504699908,1.01738940329667e-12,1.07167398049758e-11,17.8721579545451
"CXCR2P1",1.27220884612304,0.995764764364883,7.87342942593015,1.02199713194923e-12,1.07629143011946e-11,17.8676865132628
"TCP11L1",1.00793578515653,2.42848603593769,7.86743532503489,1.05607633368522e-12,1.11120615675859e-11,17.8352285214324
"TGFB1I1",1.2408623160153,2.98717890507123,7.86729327051299,1.05689750732289e-12,1.11162669364086e-11,17.834459408061
"CGN",-1.456820779977,2.74879510460476,-7.86728608374358,1.05693906866419e-12,1.11162669364086e-11,17.8344204974999
"HLA-DMB",1.66568904517732,4.72169318693932,7.86553317587352,1.06712477693142e-12,1.12184792621045e-11,17.82493030583
"C2orf27A",1.08880028920235,1.79642116927051,7.86507666642979,1.06979338365924e-12,1.12440717898965e-11,17.8224589049606
"SNX10",1.51032074224912,5.47125994344596,7.86499013765741,1.07029994878842e-12,1.12469339332961e-11,17.821990470919
"LHFPL6",1.73627656075764,5.64258808014607,7.85686514883474,1.11894176472034e-12,1.17426518049734e-11,17.7780133228632
"PTTG1IP",1.26926585546802,8.06292405005641,7.85509632719082,1.1298184193291e-12,1.18542049713349e-11,17.7684416590203
"GBP1",1.66014026164042,4.24739028968873,7.85435719603197,1.13439441954018e-12,1.18996165328738e-11,17.7644422180516
"WDR81",1.0528604216964,3.51387787686283,7.85417039704398,1.135553809564e-12,1.19091763881142e-11,17.7634314701715
"PPARGC1A",-1.1399062831366,3.20961339750689,-7.85082831401133,1.15649662700213e-12,1.21102979401583e-11,17.7453493446332
"FKBP1C",1.00989439900172,3.36354461887284,7.85055773189932,1.15820887389278e-12,1.2125583177789e-11,17.743885502059
"UQCRFS1P1",-1.14371631786538,2.84056895013412,-7.84554265953278,1.19040346809778e-12,1.24382266181307e-11,17.7167574652548
"APOL3",1.30652570154726,4.01287773578933,7.84348519812136,1.20386687336579e-12,1.25734296985073e-11,17.7056298947766
"AUH",-1.28105066314943,4.81456942378637,-7.84163173073857,1.21612467519939e-12,1.26931691099289e-11,17.6956065317907
"PPARD",1.09681585406309,4.08498367208198,7.83578781154987,1.25558947761431e-12,1.30936928755904e-11,17.664008968479
"PEAK1",1.11986332111114,2.36565544676716,7.83574747539807,1.25586624086572e-12,1.30937350611173e-11,17.6637909048163
"ENO1",1.45958957535746,10.0671859094592,7.83333368278511,1.27253892029475e-12,1.32618056525269e-11,17.6507423170616
"PTHLH",2.58286141920029,2.01159131703157,7.83119926617331,1.2874646849645e-12,1.34115327521188e-11,17.6392052381855
"PTGS1",2.1586571878713,3.34310852869241,7.82722649909727,1.31570976572334e-12,1.37027889960758e-11,17.6177345117474
"AIFM1",-1.31858656006061,6.19520865053314,-7.82648819544713,1.32102618930258e-12,1.37551744525689e-11,17.6137448141545
"SLC39A14",1.64451496014477,5.51694909462852,7.82564308175966,1.32713789781424e-12,1.38158162944184e-11,17.609178101067
"ESAM",1.69848604076323,5.43150574707892,7.82524467031669,1.33002885682053e-12,1.3842910356312e-11,17.6070252819862
"PEAR1",1.37166968006072,2.57808316215469,7.82396642977654,1.33934628158772e-12,1.39338447825763e-11,17.6001185759622
"IFI35",1.06037512405513,5.46670879205667,7.82272695739165,1.34844293779226e-12,1.40193681960334e-11,17.5934217474188
"FAM110D",1.13265315727562,2.42434381818272,7.82247893261314,1.35027057053275e-12,1.40353302949596e-11,17.5920817252196
"GRAMD1C",-1.20032762906966,3.04540722975582,-7.82134289837534,1.35867317473958e-12,1.41196139535924e-11,17.5859441898675
"CPOX",1.01713769825995,3.0269577378281,7.82000198246983,1.36865793498533e-12,1.42049296961772e-11,17.5787001895271
"AC007969.1",1.01201856842872,2.96411270907885,7.81621748086384,1.39723247558493e-12,1.44952302544909e-11,17.5582577624685
"MS4A4A",1.80341037174963,4.00448406236801,7.81417965620448,1.41286318249916e-12,1.46510555330777e-11,17.5472517467307
"P4HA1",1.61674250285476,6.17909697313107,7.81024904943632,1.44350360507752e-12,1.49590967163785e-11,17.5260261032178
"AC092683.1",1.58739347882069,3.17491287710522,7.8090970764159,1.45260787460044e-12,1.50501962182383e-11,17.5198060989376
